,ID УУ,Адрес,Полный адрес,Округ,UNOM,Группа,№ ОДС,Адрес ОДС,Потребитель (или УК),ЦТП
161,318109938,"15-я Парковая ул., д. 46, к. 9","город Москва, 15-я Парковая улица, дом 46, корпус 9",ВАО,18958,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0604/009
162,182583,"15-я Парковая ул., д. 46А","город Москва, 15-я Парковая улица, дом 46А",ВАО,2115882,Бюджет,,,ГБОУ Школа № 1748,04-06-0604/009
163,385300164,"15-я Парковая ул., д. 47, к. 3","город Москва, 15-я Парковая улица, дом 47, корпус 3",ВАО,18962,МКД,ОДС №17-Северное Измайлово,"город Москва, 15-я Парковая улица, дом 39","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/111
164,385303263,"15-я Парковая ул., д. 47, к. 4","город Москва, 15-я Парковая улица, дом 47, корпус 4",ВАО,18963,МКД,ОДС №17-Северное Измайлово,"город Москва, 15-я Парковая улица, дом 39","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/111
165,385305664,"15-я Парковая ул., д. 47, к. 5","город Москва, 15-я Парковая улица, дом 47, корпус 5",ВАО,18964,МКД,ОДС №17-Северное Измайлово,"город Москва, 15-я Парковая улица, дом 39","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/111
166,2416344109,"15-я Парковая ул., д. 47, к. 5","город Москва, 15-я Парковая улица, дом 47, корпус 5",ВАО,18964,Бюджет,ОДС №17-Северное Измайлово,"город Москва, 15-я Парковая улица, дом 39","ГБУ г. Москвы ""ТЦСО ""Восточное Измайлово"" филиал ""Восточный""",04-06-0601/111
167,393416537,"15-я Парковая ул., д. 48","город Москва, 15-я Парковая улица, дом 48",ВАО,18965,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/105-1
168,362996685,"15-я Парковая ул., д. 48, к. 1","город Москва, 15-я Парковая улица, дом 48, корпус 1",ВАО,18966,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/105-2
169,401386394,"15-я Парковая ул., д. 48, к. 2","город Москва, 15-я Парковая улица, дом 48, корпус 2",ВАО,18967,МКД,ОДС №22-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0604/177
170,385307872,"15-я Парковая ул., д. 49","город Москва, 15-я Парковая улица, дом 49",ВАО,240039,МКД,ОДС №17-Северное Измайлово,"город Москва, 15-я Парковая улица, дом 39","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/110
171,393418503,"15-я Парковая ул., д. 50","город Москва, 15-я Парковая улица, дом 50",ВАО,18970,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/105-1
172,159351,"15-я Парковая ул., д. 51","город Москва, 15-я Парковая улица, дом 51",ВАО,2404587,Бюджет,,,ГБОУ Школа № 2200,04-06-0601/110
173,393428891,"15-я Парковая ул., д. 52, к. 1","город Москва, 15-я Парковая улица, дом 52, корпус 1",ВАО,18973,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/105-1
174,393431204,"15-я Парковая ул., д. 52, к. 2","город Москва, 15-я Парковая улица, дом 52, корпус 2",ВАО,18974,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/105-1
175,190512990,"15-я Парковая ул., д. 52А","город Москва, 15-я Парковая улица, дом 52А",ВАО,2115883,Бюджет,,,ГБОУ Школа № 1748,04-06-0601/104
176,388103906,"15-я Парковая ул., д. 54","город Москва, 15-я Парковая улица, дом 54",ВАО,18978,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/104
177,388108506,"15-я Парковая ул., д. 56","город Москва, 15-я Парковая улица, дом 56",ВАО,18979,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/105-1
178,318296650,"15-я Парковая ул., д. 58","город Москва, 15-я Парковая улица, дом 58",ВАО,18980,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/105-1
179,402236674,"15-я Парковая ул., д. 60","город Москва, 15-я Парковая улица, дом 60",ВАО,18981,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0601/105-1
180,368673867,"16-я Парковая ул., д. 10","город Москва, 16-я Парковая улица, дом 10",ВАО,18986,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/087
181,1000128968,"16-я Парковая ул., д. 11","город Москва, 16-я Парковая улица, дом 11",ВАО,2116270,Бюджет,,,"ГБПОУ ""МССУОР № 1"" Москомспорта",04-07-0601/039
182,785477892,"Никитинская ул., д. 19, к. 1","город Москва, Никитинская улица, дом 19, корпус 1",ВАО,16181,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/031
183,785457819,"16-я Парковая ул., д. 13","город Москва, 16-я Парковая улица, дом 13",ВАО,2116271,Бюджет,,,ГБУЗ МНПЦ Н филиал № 4 ДЗМ,04-07-0601/098
184,171670275,"16-я Парковая ул., д. 14","город Москва, 16-я Парковая улица, дом 14",ВАО,18990,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/087
185,368712884,"16-я Парковая ул., д. 16, к. 1","город Москва, 16-я Парковая улица, дом 16, корпус 1",ВАО,18991,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/191
186,379721361,"16-я Парковая ул., д. 16, к. 2","город Москва, 16-я Парковая улица, дом 16, корпус 2",ВАО,18987,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/191
187,368723332,"16-я Парковая ул., д. 16, к. 3","город Москва, 16-я Парковая улица, дом 16, корпус 3",ВАО,18989,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/191
188,171666127,"16-я Парковая ул., д. 18","город Москва, 16-я Парковая улица, дом 18",ВАО,18995,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/087
189,148145454,"16-я Парковая ул., д. 19, к. 1","город Москва, 16-я Парковая улица, дом 19, корпус 1",ВАО,18996,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/040
190,263277670,"16-я Парковая ул., д. 19, к. 2","город Москва, 16-я Парковая улица, дом 19, корпус 2",ВАО,18997,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/040
191,144173953,"16-я Парковая ул., д. 19, к. 3","город Москва, 16-я Парковая улица, дом 19, корпус 3",ВАО,18998,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/040
192,194440831,"16-я Парковая ул., д. 2","город Москва, 16-я Парковая улица, дом 2",ВАО,18983,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/048
193,785471107,"16-я Парковая ул., д. 2, к. 1","город Москва, 16-я Парковая улица, дом 2, корпус 1",ВАО,18982,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/048
194,1887242,"16-я Парковая ул., д. 20","город Москва, 16-я Парковая улица, дом 20",ВАО,2105432,Бюджет,,,ГАПОУ ТК № 24,04-06-0615/028
195,137788927,"16-я Парковая ул., д. 21, к. 2","город Москва, 16-я Парковая улица, дом 21, корпус 2",ВАО,18999,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/086
196,168843413,"16-я Парковая ул., д. 23","город Москва, 16-я Парковая улица, дом 23",ВАО,19000,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/086
197,377553356,"16-я Парковая ул., д. 25, к. 1","город Москва, 16-я Парковая улица, дом 25, корпус 1",ВАО,19001,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/086
198,192257801,"16-я Парковая ул., д. 25, к. 2","город Москва, 16-я Парковая улица, дом 25, корпус 2",ВАО,19002,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/086
199,169057361,"16-я Парковая ул., д. 27","город Москва, 16-я Парковая улица, дом 27",ВАО,19003,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/086
200,192256419,"16-я Парковая ул., д. 29, к. 1","город Москва, 16-я Парковая улица, дом 29, корпус 1",ВАО,19004,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/086
201,162286775,"16-я Парковая ул., д. 29, к. 2","город Москва, 16-я Парковая улица, дом 29, корпус 2",ВАО,19005,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/086
202,312528759,"16-я Парковая ул., д. 35","город Москва, 16-я Парковая улица, дом 35",ВАО,19006,МКД,ОДС №22-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0604/167
203,318010681,"16-я Парковая ул., д. 37","город Москва, 16-я Парковая улица, дом 37",ВАО,19007,МКД,ОДС №22-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0604/167
204,405160887,"16-я Парковая ул., д. 37, к. 1","город Москва, 16-я Парковая улица, дом 37, корпус 1",ВАО,19008,МКД,ОДС №22-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0604/167
205,402164177,"16-я Парковая ул., д. 39","город Москва, 16-я Парковая улица, дом 39",ВАО,19009,МКД,ОДС №22-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43, корпус 1","ЖСК ""КИНЕСКОП""",04-06-0604/012
206,184779,"16-я Парковая ул., д. 41","город Москва, 16-я Парковая улица, дом 41",ВАО,2115596,Бюджет,,,ГБОУ Школа № 1748,04-06-0604/012
207,312566966,"16-я Парковая ул., д. 43, к. 1","город Москва, 16-я Парковая улица, дом 43, корпус 1",ВАО,19010,МКД,ОДС №22-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0604/012
208,312576999,"16-я Парковая ул., д. 43, к. 2","город Москва, 16-я Парковая улица, дом 43, корпус 2",ВАО,19011,МКД,ОДС №22-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0604/012
209,785489799,"16-я Парковая ул., д. 45","город Москва, 16-я Парковая улица, дом 45",ВАО,19012,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ЖСК ""РОДИНА""",04-06-0604/013
210,182605,"16-я Парковая ул., д. 47","город Москва, 16-я Парковая улица, дом 47",ВАО,2115600,Бюджет,,,ГБОУ Школа № 1748,04-06-0604/013
211,402299828,"16-я Парковая ул., д. 49, к. 1","город Москва, 16-я Парковая улица, дом 49, корпус 1",ВАО,19013,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ООО ""ЖИЛКОМСЕРВИСПЛЮС""",04-06-0604/013
212,785496754,"16-я Парковая ул., д. 49, к. 2","город Москва, 16-я Парковая улица, дом 49, корпус 2",ВАО,19014,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ЖСК ""ПЕДАГОГ""",04-06-0604/013
213,785496707,"16-я Парковая ул., д. 51","город Москва, 16-я Парковая улица, дом 51",ВАО,19015,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ЖСК ""МАК""",04-06-0604/013
214,1065176,"16-я Парковая ул., д. 53","город Москва, 16-я Парковая улица, дом 53",ВАО,2115598,Бюджет,,,ГБОУ Школа № 1748,04-06-0604/013
215,402376951,"16-я Парковая ул., д. 55, к. 1","город Москва, 16-я Парковая улица, дом 55, корпус 1",ВАО,19016,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ЖСК ""СОКОЛ-6""",04-06-0604/013
216,402381533,"16-я Парковая ул., д. 55, к. 2","город Москва, 16-я Парковая улица, дом 55, корпус 2",ВАО,19017,МКД,ОДС №12-Северное Измайлово,"город Москва, 16-я Парковая улица, дом 43","ЖСК ""МЕТАЛЛУРГ-4""",04-06-0604/013
217,368691456,"16-я Парковая ул., д. 6","город Москва, 16-я Парковая улица, дом 6",ВАО,18984,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/087
218,182594,"16-я Парковая ул., д. 8","город Москва, 16-я Парковая улица, дом 8",ВАО,2115605,Бюджет,,,ГБОУ Школа № 1748,04-07-0604/087
219,1944419623,"1-й Зборовский пер., д. 11","город Москва, 1-й Зборовский переулок, дом 11",ВАО,8171,Бюджет,ОДС №2-Преображенское,"город Москва, Преображенская улица, дом 5/7","ГБУ ТЦСО  ""Сокольники"" Филиал «Преображенское»",04-01-0608/072
220,16120392972,"1-й Зборовский пер., д. 11","город Москва, 1-й Зборовский переулок, дом 11",ВАО,8171,МКД,ОДС №2-Преображенское,"город Москва, Преображенская улица, дом 5/7","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/072
221,1448932379,"1-й Зборовский пер., д. 13","город Москва, 1-й Зборовский переулок, дом 13",ВАО,8172,МКД,ОДС №2-Преображенское,"город Москва, Преображенская улица, дом 5/7","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/066
222,1944418291,"1-й Зборовский пер., д. 15","город Москва, 1-й Зборовский переулок, дом 15",ВАО,8173,МКД,ОДС №2-Преображенское,"город Москва, Преображенская улица, дом 5/7","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/066
223,1944418295,"1-й Зборовский пер., д. 17","город Москва, 1-й Зборовский переулок, дом 17",ВАО,8174,МКД,ОДС №2-Преображенское,"город Москва, Преображенская улица, дом 5/7","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0608/066
224,133429938,"1-й Зборовский пер., д. 3","город Москва, 1-й Зборовский переулок, дом 3",ВАО,2103848,Бюджет,,,"ГАОУ ДПО ""МедиаЦентр""",04-01-0608/111
225,1944407951,"Никитинская ул., д. 19, к. 3","город Москва, Никитинская улица, дом 19, корпус 3",ВАО,16183,МКД,ОДС №30-Измайлово,"город Москва, Никитинская улица, дом 19, корпус 3","АО ""РЭУ №24 РАЙОНА ИЗМАЙЛОВО""",04-05-0602/031
226,164803011,"1-й Кирпичный пер., д. 14","город Москва, 1-й Кирпичный переулок, дом 14",ВАО,10146,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",МК-345
227,202781786,"1-й Кирпичный пер., д. 15","город Москва, 1-й Кирпичный переулок, дом 15",ВАО,10147,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",МК-345
228,400531911,"1-й Кирпичный пер., д. 17","город Москва, 1-й Кирпичный переулок, дом 17",ВАО,10148,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""ВОСХОД""",04-02-0409/120
229,164807830,"1-й Кирпичный пер., д. 19","город Москва, 1-й Кирпичный переулок, дом 19",ВАО,10149,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/120
230,785504228,"1-й Кирпичный пер., д. 22","город Москва, 1-й Кирпичный переулок, дом 22",ВАО,10150,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/120
231,143139949,"1-й Кирпичный пер., д. 26","город Москва, 1-й Кирпичный переулок, дом 26",ВАО,10151,МКД,ОДС №26-Соколиная Гора,"город Москва, Вольная улица, дом 3","ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",04-02-0409/120
232,243922796,"1-й Электрозаводский пер., д. 3","город Москва, 1-й Электрозаводский переулок, дом 3",ВАО,30080,МКД,ОДС №4-Преображенское,"город Москва, Буженинова улица, дом 22","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0607/024
233,243943894,"1-й Электрозаводский пер., д. 4","город Москва, 1-й Электрозаводский переулок, дом 4",ВАО,30081,МКД,ОДС №4-Преображенское,"город Москва, Буженинова улица, дом 22","ГБУ ""ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ""",04-01-0606/004
234,785495847,"1-я Боевская ул., д. 1, к. 1","город Москва, 1-я Боевская улица, дом 1, корпус 1",ВАО,2299,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/073
235,345893337,"1-я Боевская ул., д. 1, к. 2","город Москва, 1-я Боевская улица, дом 1, корпус 2",ВАО,2300,МКД,ОДС №5-Сокольники,"город Москва, улица Короленко, дом 7, корпус 3","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/073
236,785470187,"1-я Боевская ул., д. 2/12, стр. 3","город Москва, 1-я Боевская улица, дом 2/12, строение 3",ВАО,2301,МКД,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/139
237,785470207,"1-я Боевская ул., д. 2/12, стр. 4","город Москва, 1-я Боевская улица, дом 2/12, строение 4",ВАО,2302,МКД,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/139
238,785503403,"1-я Владимирская ул., д. 10","город Москва, 1-я Владимирская улица, дом 10",ВАО,3982,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0417/058
239,785506774,"1-я Владимирская ул., д. 10Б, стр. 3","город Москва, 1-я Владимирская улица, дом 10Б, строение 3",ВАО,2121835,Бюджет,,,"ГБУ ""МосСпортОбъект""",20-04-0417/034
240,785504679,"1-я Владимирская ул., д. 11","город Москва, 1-я Владимирская улица, дом 11",ВАО,3983,МКД,ОДС №2-Перово,"город Москва, 1-я Владимирская улица, дом 17А","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/015
241,785504551,"1-я Владимирская ул., д. 12, к. 1","город Москва, 1-я Владимирская улица, дом 12, корпус 1",ВАО,3984,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0417/002
242,785505897,"1-я Владимирская ул., д. 12, к. 2","город Москва, 1-я Владимирская улица, дом 12, корпус 2",ВАО,3985,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0417/046
243,1944419806,"1-я Владимирская ул., д. 13","город Москва, 1-я Владимирская улица, дом 13",ВАО,2122204,Бюджет,,,ГБОУ Школа № 1852 ,04-03-0209/047
244,785504673,"1-я Владимирская ул., д. 14","город Москва, 1-я Владимирская улица, дом 14",ВАО,3986,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0417/002
245,143886654,"1-я Владимирская ул., д. 14А","город Москва, 1-я Владимирская улица, дом 14А",ВАО,2601142,Бюджет,,,ГБОУ Школа № 1852 ,04-03-0417/061
246,785505799,"1-я Владимирская ул., д. 15, к. 1","город Москва, 1-я Владимирская улица, дом 15, корпус 1",ВАО,3987,МКД,ОДС №2-Перово,"город Москва, 1-я Владимирская улица, дом 17А","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/040
247,785504590,"1-я Владимирская ул., д. 15, к. 2","город Москва, 1-я Владимирская улица, дом 15, корпус 2",ВАО,3988,МКД,ОДС №2-Перово,"город Москва, 1-я Владимирская улица, дом 17А","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/040
248,785505075,"1-я Владимирская ул., д. 15, к. 3","город Москва, 1-я Владимирская улица, дом 15, корпус 3",ВАО,3989,МКД,ОДС №2-Перово,"город Москва, 1-я Владимирская улица, дом 17А","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/040
249,785506031,"1-я Владимирская ул., д. 16","город Москва, 1-я Владимирская улица, дом 16",ВАО,3990,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0417/002
250,438540146,"1-я Владимирская ул., д. 17","город Москва, 1-я Владимирская улица, дом 17",ВАО,3991,МКД,ОДС №2-Перово,"город Москва, 1-я Владимирская улица, дом 17А","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/040
251,394218130,"1-я Владимирская ул., д. 17А","город Москва, 1-я Владимирская улица, дом 17А",ВАО,3992,МКД,ОДС №2-Перово,"город Москва, 1-я Владимирская улица, дом 17А","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0209/040
252,785505191,"1-я Владимирская ул., д. 18, к. 1","город Москва, 1-я Владимирская улица, дом 18, корпус 1",ВАО,3993,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0417/002
253,785504368,"1-я Владимирская ул., д. 18, к. 2","город Москва, 1-я Владимирская улица, дом 18, корпус 2",ВАО,3994,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0417/054
254,785498583,"1-я Владимирская ул., д. 18, к. 3","город Москва, 1-я Владимирская улица, дом 18, корпус 3",ВАО,3995,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0417/054
255,134043794,"1-я Владимирская ул., д. 18, к. 4","город Москва, 1-я Владимирская улица, дом 18, корпус 4",ВАО,3996,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0417/054
256,439110881,"1-я Владимирская ул., д. 18, к. 5","город Москва, 1-я Владимирская улица, дом 18, корпус 5",ВАО,3997,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0417/054
